"Measurement" "Mean" "Subject" "Activity"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.989342349384615 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.965659784307692 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.991986660307692 16 "WALKING_UPSTAIRS"
"fBodyGyro.mean...X" -0.476144998846154 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.963834584153846 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.957980257384615 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.978975269692308 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.977619379846154 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" -0.936835872153846 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" -0.948956317846154 16 "WALKING_UPSTAIRS"
"fBodyAcc.kurtosis...Z" -0.0625951387726154 16 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.947969303692308 16 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.853505987384615 16 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.980167217846154 16 "WALKING_UPSTAIRS"
"fBodyAcc.mad...Y" -0.27100368198 16 "WALKING_UPSTAIRS"
"fBodyAcc.max...Y" -0.407262696769231 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" -0.915436963692308 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.966910218 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.788142327076923 16 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" -0.921372247846154 16 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.363947281261538 16 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.00935205983846154 16 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" -0.0716020803446154 16 "WALKING_UPSTAIRS"
"tBodyAccJerk.correlation...Y.Z" -0.0484293259692308 16 "WALKING_UPSTAIRS"
"tBodyGyro.mean...X" 0.0556121923307692 16 "WALKING_UPSTAIRS"
"tBodyGyro.mean...Y" -0.109437658104615 16 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.863021764769231 16 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.689242567538462 16 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.688536916 16 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...X.Z" -0.563068605355385 16 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...Y.Z" -0.358456032261538 16 "WALKING_UPSTAIRS"
"tBodyAccJerk.mean...X" 0.0740041435707692 16 "WALKING_UPSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" -0.0959674030393846 16 "WALKING_UPSTAIRS"
"tBodyAccMag.mean.." -0.305772199076923 16 "WALKING_UPSTAIRS"
"tBodyAccMag.std.." -0.480006649846154 16 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..1" -0.539871399076923 16 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..2" 0.397726388695385 16 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..3" -0.239961617733846 16 "WALKING_UPSTAIRS"
"tBodyAccJerk.min...Z" 0.778151027538462 16 "WALKING_UPSTAIRS"
"tBodyAccJerk.iqr...X" -0.669780298307692 16 "WALKING_UPSTAIRS"
"tBodyGyro.max...X" -0.388804185457538 16 "WALKING_UPSTAIRS"
"tBodyGyro.min...Z" 0.495767368923077 16 "WALKING_UPSTAIRS"
"tBodyGyro.arCoeff...Z.3" -0.00365294775230769 16 "WALKING_UPSTAIRS"
"tBodyGyroJerk.mean...X" -0.126481161061538 16 "WALKING_UPSTAIRS"
"tBodyGyro.entropy...X" 0.0868312928307692 16 "WALKING_UPSTAIRS"
"tBodyGyro.arCoeff...X.3" -0.0255806727023077 16 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...49.56" -0.907066426363636 17 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...57.64" -0.927096360181818 17 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...1.16" -0.635251275090909 17 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...25.48" -0.777287680181818 17 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...1.8.1" -0.467847810836364 17 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...9.16.1" -0.849312278727273 17 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...57.64" -0.974805008363636 17 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.16" -0.899714274909091 17 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...17.32" -0.882822442363636 17 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8.1" -0.902979574545455 17 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...9.16.1" -0.979206227818182 17 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...17.24.1" -0.975945745272727 17 "WALKING_UPSTAIRS"
"fBodyAcc.min...Z" -0.895552438545455 17 "WALKING_UPSTAIRS"
"fBodyAcc.sma.." -0.197140037290909 17 "WALKING_UPSTAIRS"
"fBodyAcc.energy...X" -0.65097338 17 "WALKING_UPSTAIRS"
"fBodyAcc.iqr...Z" -0.636143839818182 17 "WALKING_UPSTAIRS"
"fBodyAcc.entropy...X" 0.563779640545455 17 "WALKING_UPSTAIRS"
"fBodyAcc.entropy...Y" 0.421106289090909 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48.2" -0.955583680727273 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56.2" -0.952773992545455 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.971867268545455 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.917783593636364 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.968518938363636 17 "WALKING_UPSTAIRS"
"fBodyGyro.mean...X" -0.427686570727273 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.827399201454545 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.821593888909091 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.897244611818182 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.889841828545455 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" -0.745874526727273 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" -0.730205567090909 17 "WALKING_UPSTAIRS"
"fBodyAcc.kurtosis...Z" -0.570004721272727 17 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.800566047272727 17 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.906958595272727 17 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.925053578363636 17 "WALKING_UPSTAIRS"
"fBodyAcc.mad...Y" -0.104037371154727 17 "WALKING_UPSTAIRS"
"fBodyAcc.max...Y" -0.276397038327273 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" -0.792549251818182 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.911309888545455 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.803158876909091 17 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" -0.782454476909091 17 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.324980292690909 17 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.0808139615581818 17 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" 0.0364094756963636 17 "WALKING_UPSTAIRS"
"tBodyAccJerk.correlation...Y.Z" 0.301886880069091 17 "WALKING_UPSTAIRS"
"tBodyGyro.mean...X" -0.0247950825654545 17 "WALKING_UPSTAIRS"
"tBodyGyro.mean...Y" -0.0657601804418182 17 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.745646777090909 17 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.543121120909091 17 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.546183989090909 17 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...X.Z" 0.10590449944 17 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...Y.Z" 0.0480866870909091 17 "WALKING_UPSTAIRS"
"tBodyAccJerk.mean...X" 0.0755645318545455 17 "WALKING_UPSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" -0.241543919654545 17 "WALKING_UPSTAIRS"
"tBodyAccMag.mean.." -0.142874499381818 17 "WALKING_UPSTAIRS"
"tBodyAccMag.std.." -0.1507071068 17 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..1" -0.509187043090909 17 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..2" 0.419325315872727 17 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..3" -0.230708020769091 17 "WALKING_UPSTAIRS"
"tBodyAccJerk.min...Z" 0.616535353454545 17 "WALKING_UPSTAIRS"
"tBodyAccJerk.iqr...X" -0.249911715438182 17 "WALKING_UPSTAIRS"
"tBodyGyro.max...X" -0.450930926545455 17 "WALKING_UPSTAIRS"
"tBodyGyro.min...Z" 0.263421308727273 17 "WALKING_UPSTAIRS"
"tBodyGyro.arCoeff...Z.3" -0.284231168436364 17 "WALKING_UPSTAIRS"
"tBodyGyroJerk.mean...X" -0.0975590199454545 17 "WALKING_UPSTAIRS"
"tBodyGyro.entropy...X" 0.0272422792181818 17 "WALKING_UPSTAIRS"
"tBodyGyro.arCoeff...X.3" 0.0599158859481818 17 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...49.56" -0.955521545294118 18 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...57.64" -0.957640400196078 18 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...1.16" -0.732467013137255 18 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...25.48" -0.898723689019608 18 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...1.8.1" -0.511439166470588 18 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...9.16.1" -0.887706519607843 18 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...57.64" -0.969568944509804 18 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.16" -0.889882556470588 18 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...17.32" -0.95340317745098 18 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8.1" -0.90442074627451 18 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...9.16.1" -0.963567214313725 18 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...17.24.1" -0.98041074627451 18 "WALKING_UPSTAIRS"
"fBodyAcc.min...Z" -0.884503201372549 18 "WALKING_UPSTAIRS"
"fBodyAcc.sma.." -0.278846305490196 18 "WALKING_UPSTAIRS"
"fBodyAcc.energy...X" -0.748484781764706 18 "WALKING_UPSTAIRS"
"fBodyAcc.iqr...Z" -0.646476242352941 18 "WALKING_UPSTAIRS"
"fBodyAcc.entropy...X" 0.421128938431373 18 "WALKING_UPSTAIRS"
"fBodyAcc.entropy...Y" 0.401992803137255 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48.2" -0.943156420392157 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56.2" -0.932980255490196 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.968843992352941 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.887483139803922 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.96644247372549 18 "WALKING_UPSTAIRS"
"fBodyGyro.mean...X" -0.544369229411765 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.92997045745098 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.915870530588235 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.957179166470588 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.955060134509804 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" -0.845905625882353 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" -0.882049766470588 18 "WALKING_UPSTAIRS"
"fBodyAcc.kurtosis...Z" -0.34317752875098 18 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.886951994313726 18 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.891847611176471 18 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.980937745490196 18 "WALKING_UPSTAIRS"
"fBodyAcc.mad...Y" -0.200008542568627 18 "WALKING_UPSTAIRS"
"fBodyAcc.max...Y" -0.264757018921569 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" -0.821131451568627 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.906419319607843 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.825498282352941 18 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" -0.829738620588235 18 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.230246717907843 18 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.109564600694118 18 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" 0.16197359274902 18 "WALKING_UPSTAIRS"
"tBodyAccJerk.correlation...Y.Z" 0.436153893921569 18 "WALKING_UPSTAIRS"
"tBodyGyro.mean...X" -0.0940344886803922 18 "WALKING_UPSTAIRS"
"tBodyGyro.mean...Y" 0.00212499391686275 18 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.793637698039216 18 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.483563250588235 18 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.465083016862745 18 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...X.Z" 0.240676026876471 18 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...Y.Z" -0.208349135215686 18 "WALKING_UPSTAIRS"
"tBodyAccJerk.mean...X" 0.0734763532039216 18 "WALKING_UPSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" -0.266901688431373 18 "WALKING_UPSTAIRS"
"tBodyAccMag.mean.." -0.160589355980392 18 "WALKING_UPSTAIRS"
"tBodyAccMag.std.." -0.37994878627451 18 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..1" -0.343554659803922 18 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..2" 0.239032274352941 18 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..3" -0.104195553468627 18 "WALKING_UPSTAIRS"
"tBodyAccJerk.min...Z" 0.581090088627451 18 "WALKING_UPSTAIRS"
"tBodyAccJerk.iqr...X" -0.450729295686275 18 "WALKING_UPSTAIRS"
"tBodyGyro.max...X" -0.528959534470588 18 "WALKING_UPSTAIRS"
"tBodyGyro.min...Z" 0.297204943882353 18 "WALKING_UPSTAIRS"
"tBodyGyro.arCoeff...Z.3" -0.270245969507843 18 "WALKING_UPSTAIRS"
"tBodyGyroJerk.mean...X" -0.0937518711117647 18 "WALKING_UPSTAIRS"
"tBodyGyro.entropy...X" -0.132493792119216 18 "WALKING_UPSTAIRS"
"tBodyGyro.arCoeff...X.3" 0.206740212759431 18 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...49.56" -0.915710708823529 19 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...57.64" -0.94349513627451 19 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...1.16" -0.701337532352941 19 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...25.48" -0.779141591176471 19 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...1.8.1" -0.645969893333333 19 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...9.16.1" -0.805315192745098 19 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...57.64" -0.965930688235294 19 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.16" -0.884679253333333 19 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...17.32" -0.889711562352941 19 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8.1" -0.828635141372549 19 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...9.16.1" -0.950430164901961 19 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...17.24.1" -0.97523021745098 19 "WALKING_UPSTAIRS"
"fBodyAcc.min...Z" -0.84851724 19 "WALKING_UPSTAIRS"
"fBodyAcc.sma.." -0.17749398054902 19 "WALKING_UPSTAIRS"
"fBodyAcc.energy...X" -0.708710359019608 19 "WALKING_UPSTAIRS"
"fBodyAcc.iqr...Z" -0.604395417647059 19 "WALKING_UPSTAIRS"
"fBodyAcc.entropy...X" 0.567870241176471 19 "WALKING_UPSTAIRS"
"fBodyAcc.entropy...Y" 0.455326235490196 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48.2" -0.919609164509804 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56.2" -0.920448305882353 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.952745493137255 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.897724665490196 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.957695512941176 19 "WALKING_UPSTAIRS"
"fBodyGyro.mean...X" -0.403636283921569 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.856404643137255 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.836773781568627 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.899583766078431 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.894792399019608 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" -0.762568709411765 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" -0.736540698627451 19 "WALKING_UPSTAIRS"
"fBodyAcc.kurtosis...Z" -0.574971754098039 19 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.775759800588235 19 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.900759328235294 19 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.934911208823529 19 "WALKING_UPSTAIRS"
"fBodyAcc.mad...Y" -0.162606554217647 19 "WALKING_UPSTAIRS"
"fBodyAcc.max...Y" -0.418839031568627 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" -0.751493254901961 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.908935167647059 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.759423848431373 19 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" -0.813057055294118 19 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.247335405390196 19 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.208638772009804 19 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" 0.0852556935823529 19 "WALKING_UPSTAIRS"
"tBodyAccJerk.correlation...Y.Z" 0.0563664989470588 19 "WALKING_UPSTAIRS"
"tBodyGyro.mean...X" -0.129362970764706 19 "WALKING_UPSTAIRS"
"tBodyGyro.mean...Y" 0.0212250958019608 19 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.758304876078431 19 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.370641225882353 19 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.346538612941176 19 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...X.Z" 0.123520078588235 19 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...Y.Z" -0.173093804180392 19 "WALKING_UPSTAIRS"
"tBodyAccJerk.mean...X" 0.0706831871117647 19 "WALKING_UPSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" -0.14635347345098 19 "WALKING_UPSTAIRS"
"tBodyAccMag.mean.." -0.186240503960784 19 "WALKING_UPSTAIRS"
"tBodyAccMag.std.." -0.211928666470588 19 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..1" -0.300905802013726 19 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..2" 0.198996306621176 19 "WALKING_UPSTAIRS"
"tBodyAccMag.arCoeff..3" -0.0757785047156863 19 "WALKING_UPSTAIRS"
"tBodyAccJerk.min...Z" 0.578600727254902 19 "WALKING_UPSTAIRS"
"tBodyAccJerk.iqr...X" -0.320129699601961 19 "WALKING_UPSTAIRS"
"tBodyGyro.max...X" -0.515979278235294 19 "WALKING_UPSTAIRS"
"tBodyGyro.min...Z" 0.284950457098039 19 "WALKING_UPSTAIRS"
"tBodyGyro.arCoeff...Z.3" -0.242543526117647 19 "WALKING_UPSTAIRS"
"tBodyGyroJerk.mean...X" -0.080568055454902 19 "WALKING_UPSTAIRS"
"tBodyGyro.entropy...X" -0.00683430915686275 19 "WALKING_UPSTAIRS"
"tBodyGyro.arCoeff...X.3" 0.165561414992157 19 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...49.56" -0.891319053673469 20 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...57.64" -0.886605347081633 20 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...1.16" -0.567595717755102 20 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...25.48" -0.754911762040816 20 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...1.8.1" -0.599199633265306 20 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...9.16.1" -0.789378813673469 20 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...57.64" -0.94235474244898 20 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.16" -0.736889645510204 20 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...17.32" -0.917762255918367 20 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8.1" -0.0513582996591837 20 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...9.16.1" -0.976747000816326 20 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...17.24.1" -0.988933512653061 20 "WALKING_UPSTAIRS"
"fBodyAcc.min...Z" -0.856469239795918 20 "WALKING_UPSTAIRS"
"fBodyAcc.sma.." -0.071767778607551 20 "WALKING_UPSTAIRS"
"fBodyAcc.energy...X" -0.578424303061224 20 "WALKING_UPSTAIRS"
"fBodyAcc.iqr...Z" -0.707587600408163 20 "WALKING_UPSTAIRS"
"fBodyAcc.entropy...X" 0.626526425306122 20 "WALKING_UPSTAIRS"
"fBodyAcc.entropy...Y" 0.422399383265306 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48.2" -0.944383643877551 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56.2" -0.937882999183673 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...57.64.2" -0.979819396530612 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.2" -0.915481438163265 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48.2" -0.971120658571429 20 "WALKING_UPSTAIRS"
"fBodyGyro.mean...X" -0.260519290404082 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...33.40" -0.842228025714286 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...41.48" -0.842405152857143 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.56" -0.909497031632653 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...49.64" -0.904675388367347 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24" -0.634770243061225 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...25.48" -0.727108505714286 20 "WALKING_UPSTAIRS"
"fBodyAcc.kurtosis...Z" 0.0653014448322449 20 "WALKING_UPSTAIRS"
"fBodyAcc.bandsEnergy...17.24" -0.641374496734694 20 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...1.8" -0.760097186326531 20 "WALKING_UPSTAIRS"
"fBodyGyro.bandsEnergy...25.32" -0.94971997244898 20 "WALKING_UPSTAIRS"
"fBodyAcc.mad...Y" -0.147853903814286 20 "WALKING_UPSTAIRS"
"fBodyAcc.max...Y" -0.369934457271429 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.24.1" -0.794634045510204 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...9.16.2" -0.932221552040816 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.kurtosis...Y" -0.797028155714286 20 "WALKING_UPSTAIRS"
"fBodyAccJerk.bandsEnergy...1.8" -0.735080272244898 20 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.1" -0.287410130081633 20 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.2" 0.0814363397081633 20 "WALKING_UPSTAIRS"
"tBodyAccJerk.arCoeff...Y.3" -0.010090430544898 20 "WALKING_UPSTAIRS"
"tBodyAccJerk.correlation...Y.Z" 0.126640093163265 20 "WALKING_UPSTAIRS"
"tBodyGyro.mean...X" 0.0931989463020408 20 "WALKING_UPSTAIRS"
"tBodyGyro.mean...Y" -0.152328112210204 20 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...X.4" 0.735568959183673 20 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.1" -0.49850636755102 20 "WALKING_UPSTAIRS"
"tGravityAcc.arCoeff...Y.2" 0.509160795714286 20 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...X.Z" -0.213160099469388 20 "WALKING_UPSTAIRS"
"tGravityAcc.correlation...Y.Z" 0.391170713326531 20 "WALKING_UPSTAIRS"
"tBodyAccJerk.mean...X" 0.106345193353878 20 "WALKING_UPSTAIRS"
"tBodyGyroJerk.correlation...Y.Z" -0.10270904725102 20 "WALKING_UPSTAIRS"
"tBodyAccMag.mean.." 0.00834360271428571 20 "WALKING_UPSTAIRS"
"tBodyAccMag.std.." -0.0414696051693878 20 "WALKING_UPSTAIRS"
